年月日,時間,気圧（現地）,気圧（海面）,降水量,気温,露点温度,蒸気圧,湿度,風速,風向,日照時間,全天日射量,降雪,積雪
1999-07-17,1,1002.9,1006.4,0,24.2,22.6,27.4,91.0,2.3,0,0,0,0,0
1999-07-17,2,1002.8,1006.3,0,23.9,22.3,26.9,91.0,2.5,0,0,0,0,0
1999-07-17,3,1002.7,1006.2,0,23.8,22.2,26.8,91.0,2.0,0,0,0,0,0
1999-07-17,4,1002.6,1006.1,0,23.8,22.2,26.8,91.0,2.0,0,0,0,0,0
1999-07-17,5,1003.1,1006.6,0,23.8,22.1,26.6,90.0,1.5,0,0,0.01,0,0
1999-07-17,6,1003.2,1006.7,0,24.0,22.3,26.9,90.0,1.6,0,0,0.16,0,0
1999-07-17,7,1003.8,1007.3,0,24.6,22.3,26.9,87.0,1.1,0,0,0.39,0,0
1999-07-17,8,1003.8,1007.3,0,25.4,22.7,27.6,85.0,1.4,0,0,0.69,0,0
1999-07-17,9,1003.7,1007.2,0.0,26.2,22.9,27.9,82.0,1.3,0,0,0.85,0,0
1999-07-17,10,1003.9,1007.4,0.0,27.0,22.6,27.4,77.0,1.7,0,0,0.75,0,0
1999-07-17,11,1003.5,1006.9,0.0,27.3,22.7,27.6,76.0,2.0,0,0,0.97,0,0
1999-07-17,12,1003.3,1006.8,0,26.7,22.7,27.6,79.0,1.0,0,0,0.61,0,0
1999-07-17,13,1002.9,1006.4,0.0,26.9,23.6,29.1,82.0,0.4,0,0,0.35,0,0
1999-07-17,14,1002.4,1005.8,0,28.8,22.5,27.2,69.0,0.7,0,0,1.42,0,0
1999-07-17,15,1002.3,1005.7,0,29.3,22.8,27.8,68.0,0.9,0,0.1,1.61,0,0
1999-07-17,16,1002.1,1005.5,0,30.2,22.4,27.1,63.0,1.6,0,0.2,1.36,0,0
1999-07-17,17,1002.2,1005.6,0,28.7,23.6,29.1,74.0,1.6,0,0,0.71,0,0
1999-07-17,18,1002.3,1005.7,0,27.7,23.9,29.7,80.0,1.4,0,0,0.28,0,0
1999-07-17,19,1003.0,1006.4,0,27.1,22.1,26.6,74.0,2.0,0,0,0.06,0,0
1999-07-17,20,1003.4,1006.9,0,25.7,21.8,26.1,79.0,1.7,0,0,0.0,0,0
1999-07-17,21,1003.7,1007.2,0,25.5,21.2,25.2,77.0,2.4,0,0,0,0,0
1999-07-17,22,1003.8,1007.3,0,25.0,21.5,25.6,81.0,1.9,0,0,0,0,0
1999-07-17,23,1003.7,1007.2,0,23.7,21.6,25.8,88.0,0.9,0,0,0,0,0
1999-07-17,24,1003.5,1007.0,0,23.2,21.1,25.0,88.0,1.3,0,0,0,0,0
1999-07-18,1,1003.3,1006.8,0,23.3,21.4,25.5,89.0,1.2,0,0,0,0,0
1999-07-18,2,1003.0,1006.5,0,23.2,22.0,26.4,93.0,1.6,0,0,0,0,0
1999-07-18,3,1002.7,1006.2,0,24.0,21.7,26.0,87.0,1.0,0,0,0,0,0
1999-07-18,4,1002.8,1006.3,0,23.7,21.8,26.1,89.0,1.6,0,0,0,0,0
1999-07-18,5,1003.0,1006.5,0,23.4,22.0,26.4,92.0,1.5,0,0,0.01,0,0
1999-07-18,6,1003.2,1006.7,0,23.9,22.3,26.9,91.0,1.9,0,0,0.21,0,0
1999-07-18,7,1003.4,1006.9,0,25.0,22.5,27.2,86.0,1.6,0,0,0.63,0,0
1999-07-18,8,1003.5,1007.0,0,26.0,22.1,26.6,79.0,1.3,0,0,0.85,0,0
1999-07-18,9,1003.6,1007.1,0,25.7,22.6,27.4,83.0,2.0,0,0,0.56,0,0
1999-07-18,10,1003.5,1007.0,0.0,25.7,22.6,27.4,83.0,2.4,0,0,0.41,0,0
1999-07-18,11,1002.8,1006.3,0.0,26.6,22.7,27.6,79.0,1.6,0,0,0.81,0,0
1999-07-18,12,1002.6,1006.1,0,26.8,22.4,27.1,77.0,3.8,0,0,0.94,0,0
1999-07-18,13,1002.7,1006.2,0,26.4,22.0,26.4,77.0,4.3,0,0,1.51,0,0
1999-07-18,14,1002.5,1005.9,0,28.2,21.2,25.2,66.0,3.8,0,0.4,2.08,0,0
1999-07-18,15,1002.4,1005.8,0,28.2,22.0,26.4,69.0,4.3,0,0.6,1.98,0,0
1999-07-18,16,1002.3,1005.8,0,26.2,21.8,26.1,77.0,4.8,0,0.5,1.61,0,0
1999-07-18,17,1002.2,1005.7,0,25.3,21.8,26.1,81.0,3.9,0,0.4,1.03,0,0
1999-07-18,18,1002.5,1006.0,0,24.5,21.0,24.9,81.0,3.6,0,0,0.32,0,0
1999-07-18,19,1002.7,1006.2,0.0,23.6,20.7,24.4,84.0,4.3,0,0,0.05,0,0
1999-07-18,20,1003.2,1006.7,0,23.3,20.4,24.0,84.0,4.8,0,0,0.0,0,0
1999-07-18,21,1003.5,1007.0,0,22.9,20.1,23.5,84.0,3.9,0,0,0,0,0
1999-07-18,22,1003.2,1006.7,0,22.6,20.1,23.5,86.0,4.5,0,0,0,0,0
1999-07-18,23,1003.1,1006.6,0,22.3,20.0,23.4,87.0,4.0,0,0,0,0,0
1999-07-18,24,1002.7,1006.2,0.0,21.9,19.1,22.1,84.0,4.0,0,0,0,0,0
1999-07-19,1,1002.5,1006.0,0,21.6,19.0,22.0,85.0,2.8,0,0,0,0,0
1999-07-19,2,1002.4,1005.9,0,21.6,18.8,21.7,84.0,3.4,0,0,0,0,0
1999-07-19,3,1002.2,1005.7,0,21.5,19.1,22.1,86.0,3.5,0,0,0,0,0
1999-07-19,4,1002.4,1005.9,0,21.3,19.2,22.2,88.0,2.8,0,0,0,0,0
1999-07-19,5,1002.6,1006.1,0,21.5,19.2,22.2,87.0,2.3,0,0,0.0,0,0
1999-07-19,6,1002.6,1006.1,0,22.4,19.4,22.5,83.0,3.0,0,0,0.22,0,0
1999-07-19,7,1003.2,1006.7,0,23.5,19.0,22.0,76.0,3.2,0,0,0.7,0,0
1999-07-19,8,1003.3,1006.8,0,23.3,19.0,22.0,77.0,2.9,0,0,0.5,0,0
1999-07-19,9,1003.2,1006.7,0,23.6,20.0,23.4,80.0,2.8,0,0,0.7,0,0
1999-07-19,10,1003.0,1006.5,0,24.4,19.7,22.9,75.0,3.3,0,0.1,1.29,0,0
1999-07-19,11,1002.6,1006.1,0,26.2,19.8,23.1,68.0,3.6,0,0.1,1.29,0,0
1999-07-19,12,1002.7,1006.2,0,25.7,19.8,23.1,70.0,2.6,0,0.2,1.5,0,0
1999-07-19,13,1002.4,1005.9,0,25.6,20.6,24.3,74.0,1.5,0,0,0.39,0,0
1999-07-19,14,1002.5,1006.0,0,25.4,20.6,24.3,75.0,1.9,0,0,0.77,0,0
1999-07-19,15,1002.6,1006.1,0,25.6,20.8,24.6,75.0,2.7,0,0,0.89,0,0
1999-07-19,16,1003.1,1006.6,0,25.0,20.3,23.8,75.0,2.9,0,0,1.04,0,0
1999-07-19,17,1003.2,1006.7,0,24.9,20.4,24.0,76.0,3.2,0,0.7,1.28,0,0
1999-07-19,18,1004.0,1007.5,0,23.5,19.9,23.2,80.0,3.6,0,0.2,0.46,0,0
1999-07-19,19,1005.0,1008.5,0,22.7,19.5,22.7,82.0,3.0,0,0,0.08,0,0
1999-07-19,20,1005.6,1009.1,0,22.2,19.6,22.8,85.0,3.5,0,0,0.0,0,0
1999-07-19,21,1006.3,1009.8,0,22.0,19.4,22.5,85.0,3.3,0,0,0,0,0
1999-07-19,22,1006.5,1010.0,0,21.9,19.5,22.7,86.0,3.5,0,0,0,0,0
1999-07-19,23,1006.9,1010.4,0,21.9,19.5,22.7,86.0,2.5,0,0,0,0,0
1999-07-19,24,1006.7,1010.2,0,21.7,19.3,22.4,86.0,2.5,0,0,0,0,0
1999-07-20,1,1006.6,1010.1,0,21.6,19.3,22.4,87.0,2.8,0,0,0,0,0
1999-07-20,2,1006.9,1010.4,0,21.6,19.3,22.4,87.0,2.1,0,0,0,0,0
1999-07-20,3,1007.2,1010.7,0,21.6,19.3,22.4,87.0,1.9,0,0,0,0,0
1999-07-20,4,1007.8,1011.3,0,21.2,19.3,22.4,89.0,1.8,0,0,0,0,0
1999-07-20,5,1008.4,1011.9,0,21.4,19.3,22.4,88.0,1.8,0,0,0.0,0,0
1999-07-20,6,1009.1,1012.6,0,21.6,19.3,22.4,87.0,1.5,0,0,0.02,0,0
1999-07-20,7,1009.5,1013.0,0,22.0,19.7,22.9,87.0,1.6,0,0,0.15,0,0
1999-07-20,8,1009.4,1012.9,0,23.0,20.2,23.7,84.0,2.0,0,0,0.66,0,0
1999-07-20,9,1009.6,1013.1,0,23.3,20.3,23.8,83.0,1.7,0,0,0.83,0,0
1999-07-20,10,1009.6,1013.1,0.0,24.8,20.5,24.1,77.0,1.7,0,0,1.07,0,0
1999-07-20,11,1009.5,1013.0,0.0,24.7,20.6,24.3,78.0,1.5,0,0,1.06,0,0
1999-07-20,12,1009.1,1012.6,0.0,25.6,20.6,24.3,74.0,1.7,0,0,1.8,0,0
1999-07-20,13,1008.5,1012.0,0,27.0,21.3,25.3,71.0,2.3,0,0.1,1.65,0,0
1999-07-20,14,1008.2,1011.7,0,27.0,21.7,26.0,73.0,2.7,0,0.5,2.14,0,0
1999-07-20,15,1008.3,1011.8,0,26.0,22.1,26.6,79.0,2.1,0,0,0.89,0,0
1999-07-20,16,1008.3,1011.8,0,26.3,22.2,26.8,78.0,2.5,0,0,0.71,0,0
1999-07-20,17,1008.4,1011.9,0,26.6,22.0,26.4,76.0,3.7,0,0.1,0.68,0,0
1999-07-20,18,1008.3,1011.8,0,26.2,22.3,26.9,79.0,2.4,0,0,0.33,0,0
1999-07-20,19,1008.7,1012.2,0,25.7,22.4,27.1,82.0,2.3,0,0,0.08,0,0
1999-07-20,20,1009.0,1012.5,0,25.4,22.5,27.2,84.0,2.0,0,0,0.0,0,0
1999-07-20,21,1009.5,1013.0,0,25.1,22.8,27.8,87.0,1.8,0,0,0,0,0
1999-07-20,22,1009.6,1013.1,0,25.3,23.0,28.1,87.0,1.7,0,0,0,0,0
1999-07-20,23,1009.6,1013.1,0,25.0,22.9,27.9,88.0,1.9,0,0,0,0,0
1999-07-20,24,1009.4,1012.9,0,25.1,23.0,28.1,88.0,1.6,0,0,0,0,0
1999-07-21,1,1009.1,1012.6,0.0,24.7,23.1,28.3,91.0,0.7,0,0,0,0,0
1999-07-21,2,1008.8,1012.3,0.0,24.8,23.2,28.4,91.0,1.3,0,0,0,0,0
1999-07-21,3,1009.0,1012.5,0.0,24.7,23.3,28.6,92.0,1.3,0,0,0,0,0
1999-07-21,4,1009.0,1012.5,0,24.1,22.9,27.9,93.0,0.8,0,0,0,0,0
1999-07-21,5,1009.2,1012.7,0,23.6,22.6,27.4,94.0,1.2,0,0,0.01,0,0
1999-07-21,6,1009.5,1013.0,0,24.7,22.8,27.8,89.0,1.1,0,0,0.21,0,0
1999-07-21,7,1009.7,1013.2,0,25.8,22.3,26.9,81.0,1.5,0,0.6,0.63,0,0
1999-07-21,8,1009.6,1013.1,0,27.6,23.0,28.1,76.0,1.7,0,0.7,1.43,0,0
1999-07-21,9,1009.8,1013.3,0,28.8,22.8,27.8,70.0,1.9,0,0.7,1.75,0,0
1999-07-21,10,1009.7,1013.1,0,29.6,22.8,27.8,67.0,2.3,0,0.9,2.58,0,0
1999-07-21,11,1009.7,1013.1,0,30.2,23.6,29.1,68.0,1.5,0,0.3,1.96,0,0
1999-07-21,12,1009.4,1012.8,0.0,30.4,23.6,29.1,67.0,0.6,0,0.1,1.39,0,0
1999-07-21,13,1009.2,1012.6,0.0,30.6,23.0,28.1,64.0,1.3,0,0,1.64,0,0
1999-07-21,14,1008.7,1012.1,0.0,32.0,23.3,28.6,60.0,1.7,0,0.7,2.27,0,0
1999-07-21,15,1009.0,1012.5,0,28.6,23.3,28.6,73.0,3.8,0,0.5,1.73,0,0
1999-07-21,16,1009.3,1012.8,0,26.4,23.5,28.9,84.0,3.5,0,0,0.3,0,0
1999-07-21,17,1010.3,1013.8,0.0,24.8,23.2,28.4,91.0,1.2,0,0,0.01,0,0
1999-07-21,18,1009.7,1013.2,1.0,24.4,23.0,28.1,92.0,1.8,0,0,0.02,0,0
1999-07-21,19,1010.0,1013.5,1.0,24.1,22.7,27.6,92.0,1.7,0,0,0.07,0,0
1999-07-21,20,1010.1,1013.6,0.0,23.9,22.9,27.9,94.0,1.9,0,0,0.0,0,0
1999-07-21,21,1010.5,1014.0,0.0,24.0,22.8,27.8,93.0,0.8,0,0,0,0,0
1999-07-21,22,1010.3,1013.8,0.0,24.2,23.2,28.4,94.0,1.1,0,0,0,0,0
1999-07-21,23,1010.1,1013.6,0.0,24.1,23.1,28.3,94.0,0.9,0,0,0,0,0
1999-07-21,24,1009.7,1013.2,0.0,24.2,23.3,28.6,95.0,0.8,0,0,0,0,0
1999-07-22,1,1009.1,1012.6,0.5,24.1,23.2,28.4,95.0,1.3,0,0,0,0,0
1999-07-22,2,1008.9,1012.4,0.0,24.0,23.1,28.3,95.0,1.0,0,0,0,0,0
1999-07-22,3,1008.8,1012.3,0,23.7,22.8,27.8,95.0,0.9,0,0,0,0,0
1999-07-22,4,1009.1,1012.6,0,23.5,22.6,27.4,95.0,1.1,0,0,0,0,0
1999-07-22,5,1008.9,1012.4,0,23.1,22.2,26.8,95.0,0.7,0,0,0.0,0,0
1999-07-22,6,1009.7,1013.2,0,23.8,23.1,28.3,96.0,1.2,0,0,0.09,0,0
1999-07-22,7,1009.6,1013.1,0.0,24.4,23.4,28.8,94.0,0.5,0,0,0.28,0,0
1999-07-22,8,1009.7,1013.2,0.0,25.9,23.9,29.7,89.0,0.9,0,0,0.71,0,0
1999-07-22,9,1009.3,1012.8,0,27.5,24.1,30.0,82.0,2.1,0,0.5,1.73,0,0
1999-07-22,10,1009.7,1013.2,0.0,26.9,24.0,29.8,84.0,1.7,0,0.1,1.28,0,0
1999-07-22,11,1008.7,1012.2,0.5,26.8,24.5,30.7,87.0,0.8,0,0,0.89,0,0
1999-07-22,12,1008.0,1011.5,0.5,28.1,24.1,30.0,79.0,0.8,0,0.1,1.53,0,0
1999-07-22,13,1007.4,1010.8,0.0,29.5,23.4,28.8,70.0,1.3,0,0.7,2.76,0,0
1999-07-22,14,1006.8,1010.2,0,31.1,23.5,28.9,64.0,1.6,0,0.9,2.62,0,0
1999-07-22,15,1006.6,1010.0,0,31.2,23.3,28.6,63.0,1.2,0,1.0,2.52,0,0
1999-07-22,16,1006.2,1009.6,0,30.6,24.5,30.7,70.0,1.3,0,0.5,1.22,0,0
1999-07-22,17,1006.2,1009.6,0,28.1,24.7,31.1,82.0,0.9,0,0.1,0.5,0,0
1999-07-22,18,1006.7,1010.2,0.0,27.1,25.1,31.9,89.0,1.6,0,0,0.04,0,0
1999-07-22,19,1007.6,1011.1,0.5,25.9,24.3,30.4,91.0,2.8,0,0,0.0,0,0
1999-07-22,20,1007.4,1010.9,3.0,23.7,22.5,27.2,93.0,2.4,0,0,0.0,0,0
1999-07-22,21,1007.4,1010.9,2.0,23.5,22.3,26.9,93.0,1.2,0,0,0,0,0
1999-07-22,22,1007.1,1010.6,0.0,22.8,21.8,26.1,94.0,2.1,0,0,0,0,0
1999-07-22,23,1007.1,1010.6,0.0,22.8,21.8,26.1,94.0,1.4,0,0,0,0,0
1999-07-22,24,1007.1,1010.6,0,22.7,21.7,26.0,94.0,1.4,0,0,0,0,0
1999-07-23,1,1006.7,1010.2,0,22.6,21.8,26.1,95.0,1.9,0,0,0,0,0
1999-07-23,2,1006.5,1010.0,0,22.7,21.9,26.3,95.0,1.2,0,0,0,0,0
1999-07-23,3,1006.2,1009.7,0,22.2,21.4,25.5,95.0,1.3,0,0,0,0,0
1999-07-23,4,1006.0,1009.5,0,22.1,21.4,25.5,96.0,0.9,0,0,0,0,0
1999-07-23,5,1006.4,1009.9,0,22.5,21.8,26.1,96.0,1.7,0,0,0.0,0,0
1999-07-23,6,1006.0,1009.5,0,22.9,22.2,26.8,96.0,1.1,0,0,0.14,0,0
1999-07-23,7,1006.1,1009.6,0,24.0,23.1,28.3,95.0,0.6,0,0.1,0.53,0,0
1999-07-23,8,1005.8,1009.3,0,25.8,23.1,28.3,85.0,0.5,0,0.7,1.2,0,0
1999-07-23,9,1005.8,1009.3,0,26.8,23.7,29.3,83.0,1.8,0,0,1.12,0,0
1999-07-23,10,1005.4,1008.8,0,28.5,24.5,30.7,79.0,1.7,0,0.1,1.26,0,0
1999-07-23,11,1004.8,1008.2,0,29.7,24.3,30.4,73.0,3.0,0,0.4,1.9,0,0
1999-07-23,12,1004.2,1007.6,0,30.6,24.0,29.8,68.0,2.8,0,0.5,2.37,0,0
1999-07-23,13,1003.6,1007.0,0,31.9,23.7,29.3,62.0,3.9,0,0.8,2.8,0,0
1999-07-23,14,1003.2,1006.6,0,32.4,23.6,29.1,60.0,3.7,0,1.0,2.89,0,0
1999-07-23,15,1002.8,1006.2,0,31.9,22.9,27.9,59.0,4.1,0,1.0,2.35,0,0
1999-07-23,16,1002.7,1006.1,0,31.8,22.8,27.8,59.0,3.7,0,1.0,1.96,0,0
1999-07-23,17,1002.6,1006.0,0,30.3,22.5,27.2,63.0,4.4,0,1.0,1.16,0,0
1999-07-23,18,1003.0,1006.4,0,28.5,22.5,27.2,70.0,3.7,0,0.1,0.31,0,0
1999-07-23,19,1003.3,1006.7,0,27.3,22.5,27.2,75.0,3.3,0,0,0.06,0,0
1999-07-23,20,1004.0,1007.5,0,26.7,22.3,26.9,77.0,2.8,0,0,0.0,0,0
1999-07-23,21,1004.5,1008.0,0,26.0,22.1,26.6,79.0,2.4,0,0,0,0,0
1999-07-23,22,1004.3,1007.8,0,25.8,21.7,26.0,78.0,3.5,0,0,0,0,0
1999-07-23,23,1004.4,1007.9,0,25.4,21.5,25.6,79.0,2.6,0,0,0,0,0
1999-07-23,24,1004.1,1007.6,0,24.7,21.8,26.1,84.0,1.9,0,0,0,0,0
1999-07-24,1,1003.8,1007.3,0,24.2,21.9,26.3,87.0,1.5,0,0,0,0,0
1999-07-24,2,1003.8,1007.3,0,23.2,21.8,26.1,92.0,1.4,0,0,0,0,0
1999-07-24,3,1003.6,1007.1,0,23.6,22.0,26.4,91.0,1.4,0,0,0,0,0
1999-07-24,4,1004.0,1007.5,0,24.0,22.1,26.6,89.0,1.8,0,0,0,0,0
1999-07-24,5,1004.4,1007.9,0,23.5,21.9,26.3,91.0,1.3,0,0,0.01,0,0
1999-07-24,6,1004.5,1008.0,0,25.0,22.5,27.2,86.0,1.6,0,0.4,0.25,0,0
1999-07-24,7,1004.8,1008.3,0,27.2,23.0,28.1,78.0,2.9,0,1.0,1.0,0,0
1999-07-24,8,1004.9,1008.3,0,28.3,23.0,28.1,73.0,3.2,0,0.9,1.26,0,0
1999-07-24,9,1005.1,1008.5,0,30.3,23.7,29.3,68.0,3.6,0,1.0,2.06,0,0
1999-07-24,10,1005.0,1008.4,0,31.3,23.7,29.3,64.0,2.6,0,0.8,1.82,0,0
1999-07-24,11,1005.0,1008.4,0,31.6,22.6,27.4,59.0,4.6,0,1.0,2.96,0,0
1999-07-24,12,1004.4,1007.8,0,32.5,22.9,27.9,57.0,3.9,0,1.0,3.27,0,0
1999-07-24,13,1004.1,1007.5,0,32.2,22.3,26.9,56.0,5.3,0,1.0,3.23,0,0
1999-07-24,14,1003.9,1007.3,0,32.0,21.8,26.1,55.0,6.4,0,1.0,3.0,0,0
1999-07-24,15,1004.0,1007.4,0,32.1,23.1,28.3,59.0,5.5,0,1.0,2.6,0,0
1999-07-24,16,1004.0,1007.4,0,30.7,22.6,27.4,62.0,6.7,0,1.0,2.04,0,0
1999-07-24,17,1004.3,1007.7,0,30.2,22.6,27.4,64.0,5.1,0,1.0,1.36,0,0
1999-07-24,18,1004.5,1007.9,0,28.5,22.3,26.9,69.0,4.9,0,1.0,0.59,0,0
1999-07-24,19,1005.0,1008.5,0,27.3,22.5,27.2,75.0,5.1,0,0.1,0.06,0,0
1999-07-24,20,1006.1,1009.6,0,26.6,22.4,27.1,78.0,4.5,0,0,0.0,0,0
1999-07-24,21,1006.9,1010.4,0,26.2,22.1,26.6,78.0,4.1,0,0,0,0,0
1999-07-24,22,1007.0,1010.5,0,25.6,21.7,26.0,79.0,2.7,0,0,0,0,0
1999-07-24,23,1007.0,1010.5,0,25.2,21.7,26.0,81.0,1.7,0,0,0,0,0
1999-07-24,24,1006.7,1010.2,0,25.4,21.7,26.0,80.0,2.6,0,0,0,0,0
1999-07-25,1,1006.4,1009.9,0,25.3,21.6,25.8,80.0,2.7,0,0,0,0,0
1999-07-25,2,1006.4,1009.9,0,25.1,21.8,26.1,82.0,2.5,0,0,0,0,0
1999-07-25,3,1006.4,1009.9,0,25.2,21.7,26.0,81.0,3.2,0,0,0,0,0
1999-07-25,4,1006.8,1010.3,0,24.9,21.8,26.1,83.0,2.6,0,0,0,0,0
1999-07-25,5,1007.5,1011.0,0,24.0,21.7,26.0,87.0,1.9,0,0,0.01,0,0
1999-07-25,6,1008.0,1011.5,0,25.7,22.2,26.8,81.0,1.6,0,1.0,0.31,0,0
1999-07-25,7,1008.6,1012.1,0,27.7,22.2,26.8,72.0,0.6,0,1.0,0.93,0,0
1999-07-25,8,1009.0,1012.4,0,28.9,21.9,26.3,66.0,2.9,0,1.0,1.58,0,0
1999-07-25,9,1008.9,1012.3,0,30.3,21.1,25.0,58.0,2.3,0,1.0,2.19,0,0
1999-07-25,10,1009.2,1012.6,0,31.8,21.3,25.3,54.0,2.3,0,1.0,2.75,0,0
1999-07-25,11,1009.0,1012.4,0,33.1,22.2,26.8,53.0,2.3,0,1.0,3.09,0,0
1999-07-25,12,1009.0,1012.4,0,33.1,23.7,29.3,58.0,4.2,0,0.8,2.79,0,0
1999-07-25,13,1008.7,1012.1,0,33.5,23.2,28.4,55.0,4.6,0,0.6,2.32,0,0
1999-07-25,14,1008.4,1011.8,0,33.0,22.4,27.1,54.0,4.2,0,1.0,3.02,0,0
1999-07-25,15,1008.4,1011.8,0,33.1,22.8,27.8,55.0,4.4,0,1.0,2.57,0,0
1999-07-25,16,1008.9,1012.3,0,31.9,22.9,27.9,59.0,4.3,0,1.0,2.03,0,0
1999-07-25,17,1008.9,1012.3,0,29.7,23.4,28.8,69.0,3.1,0,0.6,0.78,0,0
1999-07-25,18,1010.0,1013.5,0,28.8,23.5,28.9,73.0,3.1,0,0,0.25,0,0
1999-07-25,19,1011.0,1014.5,0,28.1,23.0,28.1,74.0,1.9,0,0.1,0.12,0,0
1999-07-25,20,1011.7,1015.2,0,27.2,21.9,26.3,73.0,2.3,0,0,0.0,0,0
1999-07-25,21,1011.8,1015.3,0,26.4,21.8,26.1,76.0,2.2,0,0,0,0,0
1999-07-25,22,1011.8,1015.3,0,26.3,22.6,27.4,80.0,2.1,0,0,0,0,0
1999-07-25,23,1011.8,1015.3,0,24.9,22.2,26.8,85.0,1.2,0,0,0,0,0
1999-07-25,24,1011.4,1014.9,0,23.7,22.3,26.9,92.0,0.9,0,0,0,0,0
1999-07-26,1,1011.1,1014.6,0,23.2,22.0,26.4,93.0,0.7,0,0,0,0,0
1999-07-26,2,1011.4,1014.9,0,22.6,21.6,25.8,94.0,1.2,0,0,0,0,0
1999-07-26,3,1011.5,1015.0,0,22.3,21.1,25.0,93.0,1.0,0,0,0,0,0
1999-07-26,4,1011.9,1015.4,0,22.0,21.0,24.9,94.0,1.6,0,0,0,0,0
1999-07-26,5,1012.2,1015.8,0,21.8,21.0,24.9,95.0,1.0,0,0,0.01,0,0
1999-07-26,6,1012.5,1016.0,0,23.9,22.7,27.6,93.0,0.6,0,0.9,0.34,0,0
1999-07-26,7,1013.0,1016.5,0,26.4,22.9,27.9,81.0,0.7,0,1.0,0.87,0,0
1999-07-26,8,1012.9,1016.4,0,27.8,23.0,28.1,75.0,0.8,0,1.0,1.39,0,0
1999-07-26,9,1013.0,1016.5,0,29.0,22.7,27.6,69.0,1.3,0,1.0,1.85,0,0
1999-07-26,10,1012.9,1016.3,0,31.0,23.1,28.3,63.0,2.0,0,1.0,2.75,0,0
1999-07-26,11,1012.5,1015.9,0,31.6,22.0,26.4,57.0,2.4,0,1.0,2.42,0,0
1999-07-26,12,1012.0,1015.4,0,32.1,22.2,26.8,56.0,2.5,0,0.9,2.35,0,0
1999-07-26,13,1011.7,1015.1,0,32.3,23.3,28.6,59.0,3.9,0,0.8,2.03,0,0
1999-07-26,14,1011.5,1014.9,0,32.6,22.4,27.1,55.0,5.0,0,1.0,2.54,0,0
1999-07-26,15,1011.4,1014.8,0,32.2,21.4,25.5,53.0,5.5,0,1.0,2.58,0,0
1999-07-26,16,1011.2,1014.6,0,31.5,21.1,25.0,54.0,5.9,0,1.0,2.05,0,0
1999-07-26,17,1011.0,1014.4,0,30.5,21.3,25.3,58.0,4.8,0,1.0,1.35,0,0
1999-07-26,18,1011.0,1014.4,0,29.4,21.4,25.5,62.0,4.3,0,1.0,0.72,0,0
1999-07-26,19,1011.4,1014.9,0,28.2,22.0,26.4,69.0,3.6,0,0.4,0.14,0,0
1999-07-26,20,1011.8,1015.3,0,27.5,22.7,27.6,75.0,2.9,0,0,0.0,0,0
1999-07-26,21,1011.9,1015.4,0,26.8,22.2,26.8,76.0,2.6,0,0,0,0,0
1999-07-26,22,1012.0,1015.5,0,26.2,22.3,26.9,79.0,2.2,0,0,0,0,0
1999-07-26,23,1012.2,1015.7,0,25.8,22.3,26.9,81.0,2.9,0,0,0,0,0
1999-07-26,24,1012.0,1015.5,0,26.1,22.8,27.8,82.0,3.7,0,0,0,0,0
1999-07-27,1,1011.7,1015.2,0.0,26.2,23.5,28.9,85.0,3.5,0,0,0,0,0
1999-07-27,2,1011.5,1015.0,0,26.2,23.7,29.3,86.0,3.1,0,0,0,0,0
1999-07-27,3,1011.5,1015.0,0,26.2,23.9,29.7,87.0,4.2,0,0,0,0,0
1999-07-27,4,1011.6,1015.1,0,25.8,23.8,29.5,89.0,3.3,0,0,0,0,0
1999-07-27,5,1011.9,1015.4,0,25.7,23.7,29.3,89.0,2.6,0,0,0.01,0,0
1999-07-27,6,1012.0,1015.5,0,26.7,24.2,30.2,86.0,3.3,0,0.9,0.27,0,0
1999-07-27,7,1012.1,1015.6,0,27.7,23.7,29.3,79.0,4.8,0,1.0,0.97,0,0
1999-07-27,8,1012.1,1015.6,0,29.2,23.6,29.1,72.0,3.3,0,0.9,1.72,0,0
1999-07-27,9,1012.0,1015.4,0,30.6,23.0,28.1,64.0,4.0,0,0.7,2.0,0,0
1999-07-27,10,1011.8,1015.2,0,30.8,22.7,27.6,62.0,5.1,0,0.6,2.12,0,0
1999-07-27,11,1011.0,1014.4,0,32.0,22.4,27.1,57.0,5.7,0,1.0,3.13,0,0
1999-07-27,12,1010.7,1014.1,0,31.8,22.2,26.8,57.0,5.5,0,0.8,2.84,0,0
1999-07-27,13,1010.1,1013.5,0,33.2,22.6,27.4,54.0,4.3,0,0.9,3.29,0,0
1999-07-27,14,1009.8,1013.2,0,32.6,21.5,25.6,52.0,6.1,0,1.0,2.96,0,0
1999-07-27,15,1009.6,1013.0,0,32.8,22.0,26.4,53.0,5.1,0,1.0,2.6,0,0
1999-07-27,16,1009.4,1012.8,0,32.2,21.4,25.5,53.0,5.0,0,1.0,2.07,0,0
1999-07-27,17,1009.5,1012.9,0,30.9,21.9,26.3,59.0,5.0,0,1.0,1.32,0,0
1999-07-27,18,1009.9,1013.3,0,29.0,22.7,27.6,69.0,3.8,0,0.3,0.29,0,0
1999-07-27,19,1010.2,1013.7,0,28.2,22.4,27.1,71.0,3.2,0,0,0.04,0,0
1999-07-27,20,1010.9,1014.4,0,27.9,23.1,28.3,75.0,3.3,0,0,0.0,0,0
